Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,245.979996,251.210007,245.949997,250.179993,238.694550,126925200
2019-01-03,248.229996,248.570007,243.669998,244.210007,232.998627,144140700
2019-01-04,247.589996,253.110001,247.169998,252.389999,240.803070,142628800
2019-01-07,252.690002,255.949997,251.690002,254.380005,242.701706,103139100
2019-01-08,256.820007,257.309998,254.000000,256.769989,244.981995,102512600
2019-01-09,257.559998,258.910004,256.190002,257.970001,246.126923,95006600
2019-01-10,256.260010,259.160004,255.500000,258.880005,246.995132,96823900
2019-01-11,257.679993,259.010010,257.029999,258.980011,247.090530,73858100
2019-01-14,256.859985,258.299988,256.410004,257.399994,245.583069,70908200
2019-01-15,257.820007,260.700012,257.809998,260.350006,248.397614,85208300
2019-01-16,260.829987,261.970001,260.600006,260.980011,248.998703,77636700
2019-01-17,260.010010,263.920013,259.959991,262.959991,250.887833,96118400
2019-01-18,264.980011,266.980011,263.000000,266.459991,254.227158,127900300
2019-01-22,264.820007,265.059998,261.059998,262.859985,250.792389,115531200
2019-01-23,264.010010,264.790009,260.660004,263.410004,251.317139,86030300
2019-01-24,263.209991,264.200012,262.079987,263.549988,251.450714,59204100
2019-01-25,265.609985,266.700012,263.660004,265.779999,253.578369,96883400
2019-01-28,263.390015,263.829987,261.790009,263.760010,251.651154,85613700
2019-01-29,263.920013,264.549988,262.480011,263.410004,251.317139,66136300
2019-01-30,265.100006,268.519989,264.250000,267.579987,255.295700,92473700
2019-01-31,267.510010,270.470001,267.269989,269.929993,257.537811,104012100
2019-02-01,270.149994,271.200012,269.179993,270.059998,257.661865,85782500
2019-02-04,270.109985,272.029999,269.359985,271.959991,259.474579,60744800
2019-02-05,272.440002,273.440002,271.880005,273.100006,260.562286,79552800
2019-02-06,272.790009,273.339996,271.920013,272.739990,260.218842,58347800
2019-02-07,270.940002,271.549988,268.290009,270.140015,257.738159,95482000
2019-02-08,268.750000,270.579987,267.829987,270.470001,258.053070,75788900
2019-02-11,271.200012,271.489990,270.029999,270.619995,258.196136,68021400
2019-02-12,272.420013,274.519989,272.339996,274.100006,261.516418,72270200
2019-02-13,275.029999,275.929993,274.559998,274.989990,262.365570,65277200
2019-02-14,273.779999,275.640015,272.869995,274.380005,261.783508,83234400
2019-02-15,276.359985,277.410004,276.130005,277.369995,264.636292,97088700
2019-02-19,276.480011,278.579987,276.470001,277.850006,265.094208,59120800
2019-02-20,277.809998,278.920013,277.250000,278.410004,265.628571,76610800
2019-02-21,277.700012,278.100006,276.350006,277.420013,264.683990,64214700
2019-02-22,278.109985,279.359985,277.399994,279.140015,266.325073,78114600
2019-02-25,280.730011,281.309998,279.429993,279.519989,266.687561,69030700
2019-02-26,279.130005,280.299988,278.899994,279.320007,266.496765,56844100
2019-02-27,278.519989,279.589996,277.480011,279.200012,266.382202,56921600
2019-02-28,278.959991,279.450012,278.320007,278.679993,265.886108,69268300
2019-03-01,280.440002,280.880005,278.820007,280.420013,267.546234,78880500
2019-03-04,281.600006,281.869995,276.839996,279.399994,266.573059,106494600
2019-03-05,279.540009,279.760010,278.410004,279.019989,266.210480,59114600
2019-03-06,279.149994,279.160004,276.970001,277.329987,264.598114,75039800
2019-03-07,276.829987,276.989990,274.070007,275.010010,262.384644,94885100
2019-03-08,272.940002,274.649994,272.420013,274.459991,261.859833,85795800
2019-03-11,275.260010,278.619995,275.230011,278.440002,265.657135,65098900
2019-03-12,279.059998,280.070007,278.850006,279.489990,266.658936,79667500
2019-03-13,280.480011,282.380005,280.299988,281.339996,268.423981,80639200
2019-03-14,281.369995,281.839996,280.670013,281.160004,268.252258,67518400
2019-03-15,280.540009,282.209991,280.329987,281.309998,269.577606,81309000
2019-03-18,281.549988,282.660004,281.299988,282.329987,270.555023,62199800
2019-03-19,283.510010,284.359985,281.410004,282.399994,270.622162,90268100
2019-03-20,282.160004,283.500000,280.320007,281.549988,269.807526,84609200
2019-03-21,280.640015,285.179993,280.589996,284.730011,272.854919,79550400
2019-03-22,283.220001,283.799988,279.179993,279.250000,267.603516,122659300
2019-03-25,278.869995,280.190002,277.640015,279.040009,267.402283,85575200
2019-03-26,280.989990,282.179993,279.559998,281.119995,269.395538,68125900
2019-03-27,281.109985,281.760010,277.929993,279.649994,267.986847,72224700
2019-03-28,280.350006,281.209991,279.070007,280.709991,269.002563,56238500
2019-03-29,282.390015,282.839996,281.140015,282.480011,270.698792,82186800
2019-04-01,284.700012,286.160004,284.399994,285.829987,273.909058,77617900
2019-04-02,286.040009,286.230011,285.089996,285.970001,274.043243,40070400
2019-04-03,287.320007,287.760010,285.750000,286.420013,274.474487,68243200
2019-04-04,286.779999,287.459991,286.010010,287.179993,275.202820,48997500
2019-04-05,287.920013,288.630005,287.600006,288.570007,276.534821,58621700
2019-04-08,288.100006,288.910004,287.369995,288.790009,276.745667,53566300
2019-04-09,287.720001,288.079987,286.700012,287.309998,275.327332,66142300
2019-04-10,287.769989,288.390015,287.309998,288.290009,276.266479,52601500
2019-04-11,288.829987,288.839996,287.579987,288.209991,276.189850,55093100
2019-04-12,290.000000,290.470001,288.260010,290.160004,278.058502,69727800
2019-04-15,290.239990,290.350006,289.079987,289.970001,277.876434,49596700
2019-04-16,290.950012,291.010010,289.500000,290.160004,278.058502,52153200
2019-04-17,291.399994,291.429993,288.989990,289.450012,277.378143,58268300
2019-04-18,290.100006,290.320007,288.660004,290.019989,277.924347,68708500
2019-04-22,289.170013,290.440002,289.070007,290.269989,278.163940,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,280.665039,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,280.042175,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,279.869690,57770900
2019-04-26,292.100006,293.489990,291.239990,293.410004,281.172974,50916400
2019-04-29,293.510010,294.450012,293.410004,293.869995,281.613770,57197700
2019-04-30,293.489990,294.339996,291.920013,294.019989,281.757507,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,279.639709,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,279.035950,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,281.767120,56543700
2019-05-06,289.250000,293.309998,288.899994,292.820007,280.607605,107198100
2019-05-07,290.149994,290.809998,285.809998,287.929993,275.921509,144729900
2019-05-08,287.529999,289.429993,286.869995,287.529999,275.538177,91568300
2019-05-09,285.230011,287.329987,283.299988,286.660004,274.704498,103471100
2019-05-10,285.619995,288.940002,282.299988,288.100006,276.084442,112429300
2019-05-13,282.420013,283.489990,279.929993,280.859985,269.146332,127290500
2019-05-14,281.989990,285.100006,281.850006,283.399994,271.580444,77003200
2019-05-15,281.589996,285.769989,281.359985,285.059998,273.171234,73956400
2019-05-16,285.839996,289.209991,285.760010,287.700012,275.701050,76749600
2019-05-17,285.140015,288.600006,285.119995,285.839996,273.918640,100353000
2019-05-20,284.059998,285.959991,283.119995,283.950012,272.107483,62877600
2019-05-21,285.829987,286.929993,285.549988,286.510010,274.560699,46847100
2019-05-22,285.450012,286.690002,285.100006,285.630005,273.717407,49482500
2019-05-23,283.160004,283.209991,280.570007,282.140015,270.372955,98733800
2019-05-24,283.739990,284.200012,282.089996,282.779999,270.986298,55268100
2019-05-28,283.089996,284.149994,280.130005,280.149994,268.465973,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,266.664337,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,267.392731,62523800
2019-05-31,276.200012,277.119995,275.239990,275.269989,263.789490,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,263.118683,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,268.830139,77231900
2019-06-05,282.329987,282.989990,280.320007,282.959991,271.158722,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,272.922058,69430400
2019-06-07,285.929993,288.850006,285.739990,287.649994,275.653198,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,276.918121,60799100
2019-06-11,290.989990,291.399994,288.179993,288.899994,276.851013,58641300
2019-06-12,288.640015,289.260010,287.820007,288.390015,276.362305,47096300
2019-06-13,289.399994,289.980011,288.619995,289.579987,277.502655,48945200
2019-06-14,289.260010,289.929993,288.410004,289.260010,277.196045,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,277.301422,39205700
2019-06-18,291.390015,293.570007,290.989990,292.399994,280.205109,85434800
2019-06-19,292.549988,293.649994,291.470001,293.059998,280.837585,78674400
2019-06-20,296.040009,296.309998,293.130005,295.859985,283.520782,116570000
2019-06-21,294.130005,295.519989,293.760010,294.000000,283.108643,83309500
2019-06-24,294.230011,294.579987,293.470001,293.640015,282.761993,47582700
2019-06-25,293.700012,293.730011,290.640015,290.760010,279.988678,82028700
2019-06-26,291.750000,292.309998,290.350006,290.470001,279.709442,51584900
2019-06-27,291.309998,292.059998,290.890015,291.500000,280.701263,40355200
2019-06-28,292.579987,293.549988,292.010010,293.000000,282.145691,59350900
2019-07-01,296.679993,296.920013,294.329987,295.660004,284.707123,78705600
2019-07-02,295.609985,296.489990,294.679993,296.429993,285.448578,61504500
2019-07-03,297.179993,298.820007,297.019989,298.799988,287.730774,40898900
2019-07-05,297.440002,298.640015,296.010010,298.459991,287.403381,51677300
2019-07-08,297.010010,298.260010,296.220001,296.820007,285.824188,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,286.180450,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,287.547882,58448500
